Running 360 combos (PILOT D2 only)...
[  1/360] vmr-ema30-te0-sk0.5-tc20           d2=   2278.0 trd=  70  eta=4.1min
[  2/360] vmr-ema30-te0-sk0.5-tc30           d2=   1547.5 trd=  63  eta=4.0min
[  3/360] vmr-ema30-te0-sk0.5-tc50           d2=  -2416.5 trd=   8  eta=4.1min
[  4/360] vmr-ema30-te0-sk1.0-tc20           d2=   1969.0 trd=  70  eta=4.1min
[  5/360] vmr-ema30-te0-sk1.0-tc30           d2=   1555.5 trd=  63  eta=4.0min
[  6/360] vmr-ema30-te0-sk1.0-tc50           d2=  -2416.5 trd=   8  eta=4.0min
[  7/360] vmr-ema30-te0-sk1.5-tc20           d2=   1969.0 trd=  70  eta=3.9min
[  8/360] vmr-ema30-te0-sk1.5-tc30           d2=   1548.5 trd=  63  eta=3.9min
[  9/360] vmr-ema30-te0-sk1.5-tc50           d2=  -2416.5 trd=   8  eta=3.9min
[150/360] vmr-ema50-te3-sk1.0-tc50           d2=  -2037.5 trd=  10  eta=2.4min
[151/360] vmr-ema50-te3-sk1.5-tc20           d2=  -1904.0 trd=  12  eta=2.3min
[152/360] vmr-ema50-te3-sk1.5-tc30           d2=  -1955.0 trd=  11  eta=2.3min
[153/360] vmr-ema50-te3-sk1.5-tc50           d2=  -1935.0 trd=  10  eta=2.3min
[154/360] vmr-ema50-te3-sk2.0-tc20           d2=  -2066.5 trd=  10  eta=2.3min
[155/360] vmr-ema50-te3-sk2.0-tc30           d2=  -2321.5 trd=  10  eta=2.3min
[156/360] vmr-ema50-te3-sk2.0-tc50           d2=  -2117.5 trd=   8  eta=2.3min
[157/360] vmr-ema50-te3-sk2.5-tc20           d2=  -1984.0 trd=  10  eta=2.3min
[158/360] vmr-ema50-te3-sk2.5-tc30           d2=  -2035.0 trd=   9  eta=2.3min
[159/360] vmr-ema50-te3-sk2.5-tc50           d2=  -2004.0 trd=  10  eta=2.3min
[160/360] vmr-ema50-te3-sk3.0-tc20           d2=  -1984.0 trd=  10  eta=2.2min
[161/360] vmr-ema50-te3-sk3.0-tc30           d2=  -2035.0 trd=   9  eta=2.2min
[162/360] vmr-ema50-te3-sk3.0-tc50           d2=  -2197.5 trd=  11  eta=2.2min
[163/360] vmr-ema50-te4-sk0.5-tc20           d2=  -2127.0 trd=  13  eta=2.2min
[164/360] vmr-ema50-te4-sk0.5-tc30           d2=  -2127.0 trd=  13  eta=2.2min
[165/360] vmr-ema50-te4-sk0.5-tc50           d2=  -2127.0 trd=  13  eta=2.2min
[166/360] vmr-ema50-te4-sk1.0-tc20           d2=  -2127.0 trd=  13  eta=2.2min
[167/360] vmr-ema50-te4-sk1.0-tc30           d2=  -2127.0 trd=  13  eta=2.2min
[168/360] vmr-ema50-te4-sk1.0-tc50           d2=  -2127.0 trd=  13  eta=2.2min
[169/360] vmr-ema50-te4-sk1.5-tc20           d2=  -2036.5 trd=  13  eta=2.1min
[170/360] vmr-ema50-te4-sk1.5-tc30           d2=  -2036.5 trd=  13  eta=2.1min
[171/360] vmr-ema50-te4-sk1.5-tc50           d2=  -2036.5 trd=  13  eta=2.1min
[172/360] vmr-ema50-te4-sk2.0-tc20           d2=  -2105.5 trd=  11  eta=2.1min
